,file_name,fabric
932,478130_4419430_6_36,15
933,478130_4419430_6_37,13
934,478130_4419430_6_38,24
935,478130_4419430_6_39,89
936,478130_4419430_6_40,2
937,478130_4419430_6_41,41
938,478130_4419430_6_42,3
939,478130_4419430_6_43,3
940,478130_4419430_6_44,41
941,478130_4419430_6_45,41
942,478130_4419430_6_46,52
943,478130_4419430_6_47,33
944,478130_4419430_6_48,21
945,478130_4419430_8_1,24
946,478130_4419430_8_2,24
947,478130_4419430_8_3,89
948,478130_4419430_8_4,62
949,478130_4419430_8_5,15
950,478130_4419430_8_6,3
951,478130_4419430_8_7,8
952,478130_4419430_8_8,86
953,478130_4419430_8_9,63
954,478130_4419430_8_10,1
955,478130_4419430_8_11,72
956,478130_4419430_8_12,41
957,478130_4419430_8_13,41
958,478130_4419430_8_14,52
959,478130_4419430_8_15,41
960,478130_4419430_8_16,8
961,478130_4419430_8_17,41
962,478130_4419430_8_18,40
963,478130_4419430_8_19,25
964,478130_4419430_8_20,9
965,478130_4419430_8_21,2
966,478130_4419430_8_22,41
967,478130_4419430_8_23,14
968,478130_4419430_8_24,3
969,478130_4419430_8_25,72
970,478130_4419430_8_26,15
971,478130_4419430_8_27,13
972,478130_4419430_8_28,20
973,478130_4419430_8_29,2
974,478130_4419430_8_30,41
975,478130_4419430_8_31,63
976,478130_4419430_8_32,14
977,478130_4419430_8_33,14
978,478130_4419430_8_34,41
979,478130_4419430_8_35,20
980,478130_4419430_8_36,84
981,478130_4419430_8_37,85
982,478130_4419430_8_38,24
983,478130_4419430_8_39,8
984,478130_4419430_8_40,32
985,478130_4419430_8_41,41
986,478130_4419430_8_42,41
987,478130_4419430_8_43,20
988,478130_4419430_8_44,41
989,478130_4419430_8_45,62
990,478130_4419430_8_46,13
991,478130_4419430_8_47,21
992,478130_4419430_8_48,41
993,478130_4419430_8_49,41
994,478130_4419430_8_50,3
995,478130_4419430_8_51,40
996,478130_4419430_8_52,8
997,478130_4419430_8_53,41
998,478130_4419430_8_54,9
999,478130_4419430_8_55,13
1000,478130_4419430_8_56,41
1001,478130_4419430_8_57,41
1002,478130_4419430_8_58,38
1003,478130_4419430_8_59,9
1004,478130_4419430_8_60,8
1005,478130_4419430_8_61,89
1006,478130_4419430_8_62,41
1007,478130_4419430_8_63,2
1008,478130_4419430_8_64,38
1009,478130_4419430_8_65,14
1010,478130_4419430_8_66,13
1011,478130_4419430_8_67,79
1012,478130_4419430_8_68,27
1013,478130_4419430_8_69,11
1014,478130_4419430_8_70,40
1015,478130_4419430_8_71,18
1016,478130_4419430_8_72,89
1017,478130_4419430_8_73,28
1018,478130_4419430_8_74,11
1019,478130_4419430_8_75,11
1020,478130_4419430_8_76,11
1021,478130_4419430_8_77,43
1022,478130_4419430_9_1,41
1023,478130_4419430_9_2,21
1024,478130_4419430_9_3,41
1025,478130_4419430_9_4,3
1026,478130_4419430_9_5,80
1027,478130_4419430_9_6,15
1028,478130_4419430_9_7,52
1029,478130_4419430_9_8,16
1030,478130_4419430_9_9,13
1031,478130_4419430_9_10,40
1032,478130_4419430_9_11,20
1033,478130_4419430_9_12,24
1034,478130_4419430_9_13,41
1035,478130_4419430_9_14,20
1036,478130_4419430_9_15,18
1037,478130_4419430_9_16,80
1038,478130_4419430_9_17,80
1039,478130_4419430_9_18,79
1040,478130_4419430_9_19,79
1041,478130_4419430_9_20,41
1042,478130_4419430_9_21,79
1043,478130_4419430_9_22,79
1044,478130_4419430_9_23,80
1045,478130_4419430_9_24,11
1046,478130_4419430_9_25,89
1047,478130_4419430_9_26,79
1048,478130_4419430_9_27,13
1049,478130_4419430_9_28,9
1050,478130_4419430_9_29,0
1051,478130_4419430_9_30,14
1052,478130_4419430_9_31,62
1053,478130_4419430_9_32,3
1054,478130_4419430_9_33,13
1055,478130_4419430_9_34,40
1056,478130_4419430_9_35,79
1057,478130_4419430_9_36,41
1058,478130_4419430_9_37,41
1059,478130_4419430_9_38,41
1060,478130_4419430_9_39,41
1061,478130_4419430_9_40,13
1062,478130_4419430_9_41,41
1063,478130_4419430_9_42,41
1064,478130_4419430_9_43,52
1065,478130_4419430_9_44,62
1066,478130_4419430_9_45,68
1067,478130_4419430_9_46,52
1068,478130_4419430_9_47,13
1069,478130_4419430_9_48,90
1070,478130_4419430_9_49,41
1071,478130_4419430_9_50,41
1072,478130_4419430_9_51,86
1073,478130_4419430_9_52,41
1074,478130_4419430_9_53,8
1075,478130_4419430_9_54,13
1076,478130_4419430_9_55,9
1077,478130_4419430_9_56,13
1078,478130_4419430_9_57,62
1079,478130_4419430_9_58,68
1080,478130_4419430_9_59,13
1081,478130_4419430_9_60,21
1082,478130_4419430_9_61,53
1083,478130_4419430_9_62,24
1084,478130_4419430_9_63,38
1085,478130_4419430_9_64,41
1086,478130_4419430_9_65,2
1087,478130_4419430_9_66,81
1088,478130_4419430_9_67,14
1089,478130_4419430_9_68,38
1090,478130_4419430_9_69,79
1091,478130_4419430_9_70,13
1092,478130_4419430_9_71,14
1093,478130_4419430_9_72,13
1094,478130_4419430_9_73,38
1095,478130_4419430_9_74,13
1096,478130_4419430_9_75,38
1097,478130_4419430_9_76,30
1098,478130_4419430_9_77,8
1099,478130_4419430_9_78,62
1100,478130_4419430_9_79,62
1101,478130_4419430_9_80,9
1102,478130_4419430_9_81,8
1103,478130_4419430_9_82,2
1104,478130_4419430_9_83,24
1105,478130_4419430_9_84,14
1106,478130_4419430_9_85,41
1107,478130_4419430_9_86,89
1108,478130_4419430_9_87,11
1109,478130_4419430_9_88,80
1110,478130_4419430_9_89,13
1111,478130_4419430_9_90,41
1112,478130_4419430_9_91,8
1113,478130_4419430_9_92,41
1114,478130_4419430_9_93,79
1115,478130_4419430_9_94,30
1116,478130_4419430_9_95,89
1117,478130_4419430_9_96,30
1118,478130_4419430_9_97,8
1119,478130_4419430_9_98,82
1120,478130_4419430_9_99,82
1121,478130_4419430_9_100,14
1122,478130_4419430_9_101,79
1123,478130_4419430_9_102,79
1124,478130_4419430_9_103,79
1125,478130_4419430_9_104,32
1126,478130_4419430_9_105,14
1127,478130_4419430_9_106,41
1128,478130_4419430_9_107,20
1129,478130_4419430_9_108,3
1130,478130_4419430_9_109,38
1131,478130_4419430_9_110,41
1132,478130_4419430_9_111,38
1133,478130_4419430_9_112,11
1134,478130_4419430_9_113,18
1135,478130_4419430_9_114,18
1136,478130_4419430_9_115,38
1137,478130_4419430_9_116,13
1138,478130_4419430_9_117,8
1139,478130_4419430_9_118,15
1140,478130_4419430_9_119,13
1141,478130_4419430_9_120,85
1142,478130_4419430_9_121,32
1143,478130_4419430_9_122,8
1144,478130_4419430_9_123,14
1145,478130_4419430_9_124,80
1146,478130_4419430_9_125,13
1147,478130_4419430_9_126,14
1148,478130_4419430_9_127,38
1149,478130_4419430_9_128,8
1150,478130_4419430_9_129,85
1151,478130_4419430_9_130,8
1152,478130_4419430_9_131,8
1153,478130_4419430_9_132,14
1154,478130_4419430_9_133,14
1155,478130_4419430_9_134,84
1156,478130_4419430_9_135,21
1157,478130_4419430_9_136,89
1158,478130_4419430_9_137,89
1159,478130_4419430_9_138,14
1160,478130_4419430_9_139,8
1161,478130_4419430_9_140,1
1162,478130_4419430_9_141,16
1163,478130_4419430_9_142,38
1164,478130_4419430_9_143,32
1165,478130_4419430_9_144,40
1166,478130_4419430_9_145,40
1167,478130_4419430_9_146,13
1168,478130_4419430_9_147,89
1169,478130_4419430_9_148,80
1170,478130_4419430_9_149,36
1171,478130_4419430_9_150,13
1172,478130_4419430_9_151,8
1173,478130_4419430_9_152,38
1174,478130_4419430_9_153,38
1175,478130_4419430_9_154,13
1176,478130_4419430_9_155,9
1177,478130_4419430_9_156,8
1178,478130_4419430_9_157,80
1179,478130_4419430_9_158,6
1180,478130_4419430_9_159,38
1181,478130_4419430_9_160,21
1182,478130_4419430_9_161,89
1183,478130_4419430_9_162,13
1184,478130_4419430_9_163,73
1185,478130_4419430_9_164,13
1186,478130_4419430_9_165,30
1187,478130_4419430_9_166,73
1188,478130_4419430_9_167,3
1189,478130_4419430_9_168,85
1190,478130_4419430_9_169,8
1191,478130_4419430_9_170,41
1192,478130_4419430_9_171,79
1193,478130_4419430_9_172,25
1194,478130_4419430_9_173,25
1195,478130_4419430_9_174,8
1196,478130_4419430_9_175,14
1197,478130_4419430_9_176,52
1198,478130_4419430_9_177,64
1199,478130_4419430_9_178,64
1200,478130_4419430_9_179,64
1201,478130_4419430_9_180,9
1202,478130_4419430_9_181,25
1203,478130_4419430_9_182,89
1204,478130_4419430_9_183,13
1205,478130_4419430_9_184,41
1206,478130_4419430_9_185,13
1207,478130_4419430_9_186,52
1208,478130_4419430_9_187,62
1209,478130_4419430_9_188,89
1210,478130_4419430_9_189,15
1211,478130_4419430_9_190,79
1212,478130_4419430_9_191,62
1213,478130_4419430_9_192,64
1214,478130_4419430_9_193,8
1215,478130_4419430_9_194,62
1216,478130_4419430_9_195,64
1217,478130_4419430_9_196,72
1218,478130_4419430_9_197,13
1219,478130_4419430_9_198,89
1220,478130_4419430_9_199,62
1221,478130_4419430_9_200,27
1222,478130_4419430_9_201,80
1223,478130_4419430_9_202,80
1224,478130_4419430_9_203,80
1225,478130_4419430_9_204,62
1226,478130_4419430_9_205,13
1227,478130_4419430_9_206,13
1228,478130_4419430_9_207,80
1229,478130_4419430_9_208,43
1230,478130_4419430_9_209,43
1231,478130_4419430_9_210,43
1232,478130_4419430_10_4,86
